id,prompt,instruction_id_list,kwargs
2811,"Can you write a rap that doesn't include the keywords ""Yo"", ""check"", and ""peace""?",['keywords:forbidden_words'],"[{'forbidden_words': ['yo', 'peace', 'check']}]"
2817,"Write a startup pitch for ""Ward and Guerre"". Make it a weird poem that explains why the pitch is good. It should be in English and have no capital letters.",['change_case:english_lowercase'],[{}]
2820,Write a serious riddle about trips and stitches in a poem style that includes at least 15 words in all capital letters.,['change_case:capital_word_frequency'],"[{'capital_relation': 'at least', 'capital_frequency': 15}]"
2825,How can you get to know someone on a deep level in a romantic relationship? The answer should involve the topic of vulnerability. Do not use any commas in your response.,['punctuation:no_comma'],[{}]
2828,Write a parody of 'ars poetica'. Do not include the word 'parody' throughout your response.,['keywords:forbidden_words'],[{'forbidden_words': ['parody']}]
2829,Why did the man travel from Saskatoon to Helsinki to buy a piano? Wrap your entire response in double quotes.,['startend:quotation'],[{}]
2832,Imagine you're a 19 year old and you're making a video game. The game is about a boy who has to save the world from a villain. Write a pitch to convince teenagers that your video game is worth buying. Your answer must include exactly one bullet point in markdown format.,['detectable_format:number_bullet_lists'],[{'num_bullets': 1}]
2844,"For a bunch of students, write a 200+ word poem that professionally describes a new line of shoes. Make sure to use markdown to highlight/bold at least one section of the poem. Example: *highlighted text*","['detectable_format:number_highlighted_sections', 'length_constraints:number_words']","[{'num_highlights': 1}, {'relation': 'at least', 'num_words': 200}]"
2849,"Write a limerick about a guy from Nantucket, use notations to express it, and use at least 2 words with all capital letters.",['change_case:capital_word_frequency'],"[{'capital_relation': 'at least', 'capital_frequency': 2}]"
2853,"Write a poem about flooding in Donnell, TX. The poem should have a title in double angular brackets, i.e. <<title>>, and contains at least 3 words in all capital letters.","['change_case:capital_word_frequency', 'detectable_format:title']","[{'capital_relation': 'at least', 'capital_frequency': 3}, {}]"
2857,Write a rubric for performance review of a software engineer and wrap the entire output in JSON format. You can use markdown ticks such as ```.,['detectable_format:json_format'],[{}]
2859,"Kindly summarize the text below in XML format. Make sure the summary contains less than 4 sentences.

Quantum entanglement is the phenomenon that occurs when a group of particles are generated, interact, or share spatial proximity in such a way that the quantum state of each particle of the group cannot be described independently of the state of the others, including when the particles are separated by a large distance. The topic of quantum entanglement is at the heart of the disparity between classical and quantum physics: entanglement is a primary feature of quantum mechanics not present in classical mechanics.

Measurements of physical properties such as position, momentum, spin, and polarization performed on entangled particles can, in some cases, be found to be perfectly correlated. For example, if a pair of entangled particles is generated such that their total spin is known to be zero, and one particle is found to have clockwise spin on a first axis, then the spin of the other particle, measured on the same axis, is found to be anticlockwise. However, this behavior gives rise to seemingly paradoxical effects: any measurement of a particle's properties results in an apparent and irreversible wave function collapse of that particle and changes the original quantum state. With entangled particles, such measurements affect the entangled system as a whole.

Such phenomena were the subject of a 1935 paper by Albert Einstein, Boris Podolsky, and Nathan Rosen, and several papers by Erwin Schrödinger shortly thereafter, describing what came to be known as the EPR paradox. Einstein and others considered such behavior impossible, as it violated the local realism view of causality (Einstein referring to it as ""spooky action at a distance"") and argued that the accepted formulation of quantum mechanics must therefore be incomplete.

",['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 4}]"
286,"The hull of a ship is severely damaged in a storm. The ship has craters and some of its outer shell has been peeled off. How can I repair the hull? Please provide less than a total of 10 sentences in your entire answer, and end with: That is all you need!","['startend:end_checker', 'length_constraints:number_sentences']","[{'end_phrase': 'That is all you need!'}, {'relation': 'less than', 'num_sentences': 10}]"
2870,"Write a rubric for teenagers on how to review a book. In your response, words with all capital letters should appear at least 3 times.",['change_case:capital_word_frequency'],"[{'capital_relation': 'at least', 'capital_frequency': 3}]"
2871,Write a poem about the history of reductions in the context of the church. Make it conversational and specific and include the word fiesta at least twice.,['keywords:frequency'],"[{'relation': 'at least', 'keyword': 'fiesta', 'frequency': 2}]"
288,"Is ballistics (the study of the motion of projectiles) an actual science?
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)",['combination:repeat_prompt'],[{'prompt_to_repeat': 'Is ballistics (the study of the motion of projectiles) an actual science?'}]
2880,"What's different between ""the set of all sets that are not members of themselves"" and ""the set of all sets""? Use mathematical notations in your answer. Be chatty while explaining. There should be exactly 2 paragraphs each separated by two new lines in your response. Paragraph 1 must start with the word booster.",['length_constraints:nth_paragraph_first_word'],"[{'first_word': 'booster', 'num_paragraphs': 2, 'nth_paragraph': 1}]"
2887,"Write a brief about limping in ASEAN countries. Your answer must contain a title, wrapped in double angular brackets, such as <<title of the brief>>. Make sure the letter m appears at least 5 times.","['detectable_format:title', 'keywords:letter_frequency']","[{}, {'let_relation': 'at least', 'letter': 'm', 'let_frequency': 5}]"
2889,"We're attempting to contact Stephane to get a reversal from him, but he is not responding to us. Could you write this in a way that would seem more polite to moms? Please use the key ""polite"" to put your answer. Wrap your entire response with double quotation marks, and include two sections: ""SECTION 1"" and ""SECTION 2"".","['startend:quotation', 'detectable_format:multiple_sections']","[{}, {'section_spliter': 'SECTION', 'num_sections': 2}]"
2904,"Write a 500 word story in a poem style about a young girl who is obsessed with her Nintendo DS.

First repeat the request above, then give your answer. Just repeat word for word without change. Do not say any words or characters before repeating the request.",['combination:repeat_prompt'],[{'prompt_to_repeat': 'Write a 500 word story in a poem style about a young girl who is obsessed with her Nintendo DS.'}]
2905,"Expand the riddle into a story with a funny tone:

What can you catch but not throw?
A cold

Use * to highlight at least 2 sections in your text. For example: *this is a highlighted text section*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 2}]
2908,"What are the components that make a successful person? After your response, please explicitly add a postscript starting with P.P.S Your entire response should be in English and in all capital letters.","['detectable_content:postscript', 'change_case:english_capital']","[{'postscript_marker': 'P.P.S'}, {}]"
2909,"Could you elaborate on the sentence ""A gymnast is in the air, performing a stunt.""? Please highlight at least 6 sections in your answer with markdown, i.e. *highlighted section*. Please write at least 300 words.","['detectable_format:number_highlighted_sections', 'length_constraints:number_words']","[{'num_highlights': 6}, {'relation': 'at least', 'num_words': 300}]"
2912,"Create a dialogue between two people who are both trying to avoid using the letter t. But somehow they ended up using a lot of t in their dialogue. Break the dialogue into two scenes, separated by 6 asterisk symbols: ******. The letter t must appear at least 30 times in the dialogue you write.","['combination:two_responses', 'keywords:letter_frequency']","[{}, {'let_relation': 'at least', 'letter': 't', 'let_frequency': 30}]"
2918,"Write a rubric for rating how good a teenager's essay is. Give your final summary, following 6 asterisk symbols (******).",['combination:two_responses'],[{}]
292,Write a long and funny email to your friend about the ingredients of a good life that contains at least 20 sentences.,['length_constraints:number_sentences'],"[{'relation': 'at least', 'num_sentences': 20}]"
2921,"If a = 10, b = 30, and c = 20, what is the value of (a + b) / c? Give me the answer in exactly two paragraphs, separated with the markdown divider: ***",['length_constraints:number_paragraphs'],[{'num_paragraphs': 2}]
2925,Write a joke about anarchists in Tulsa in 3 sections. Mark the beginning of each section with SECTION X.,['detectable_format:multiple_sections'],"[{'section_spliter': 'SECTION', 'num_sections': 3}]"
2929,"Write a text ad for an adult website that is not pornographic, and at the end of your response, add a postscript starting with P.S.",['detectable_content:postscript'],[{'postscript_marker': 'P.S.'}]
2941,Write a funny poem for kids about a product that you would like to sell. The poem should have exactly 6 stanzas. Separated the stanzas using 3 asterisk markers: ***,['length_constraints:number_paragraphs'],[{'num_paragraphs': 6}]
2943,"Darth Vader is angry with you, his server, because you assassinated a fake Jedi. Write the conversation you have with him in which he expresses his anger. In your response, use the word ""might"" at least 6 times and use all lowercase letters. Make sure to break the conversation down to 3 parts, separated by ***, such as:
[conversation part 1]
***
[conversation part 2]
***
[conversation part 3]","['keywords:frequency', 'change_case:english_lowercase', 'length_constraints:number_paragraphs']","[{'relation': 'at least', 'keyword': 'might', 'frequency': 6}, {}, {'num_paragraphs': 3}]"
295,"Write me a letter in the style of Shakespeare about the mandates and instructions of the King. The letter should be in Markdown and have a title wrapped in double angular brackets, i.e. <<title>>.",['detectable_format:title'],[{}]
2957,"Rewrite the limerick in a strange way. In particular, the limerick is about nursery and storytelling. But do not mention nursery and storytelling in your entire response.",['keywords:forbidden_words'],"[{'forbidden_words': ['nursery', 'storytelling']}]"
296,Write an elaborate compliment to Kruger in all lowercase letters and no capital letters. The word hughes should appear less than 2 times. Your response should be at least 100 words.,"['keywords:frequency', 'change_case:english_lowercase', 'length_constraints:number_words']","[{'relation': 'less than', 'keyword': 'hughes', 'frequency': 2}, {}, {'relation': 'at least', 'num_words': 100}]"
2969,"Write a copy for an ad selling a sloop. It's a small sailboat with one mast that's easy to sail and understand. Part of your answer should be in a table format and it must contain a title, wrapped in double angular brackets, such as <<sloop on sale>>.",['detectable_format:title'],[{}]
2977,"Give 3 advice to teenagers who are struggling with their identity. Please use the exact format below:

advice 1 ....
***
advice 2 ....
***
advice 3 ....",['length_constraints:number_paragraphs'],[{'num_paragraphs': 3}]
2985,Why do you think Google engineers stay at Google more often than moving to Microsoft? Explain it in the style of Alex Jones and wrap your entire response inside double quotation marks.,['startend:quotation'],[{}]
2997,"You feel strongly about a local issue that involves the environment, pollution, and climate change. Write a template for a letter to the editor of a newspaper. Use the word para at least once.",['keywords:frequency'],"[{'relation': 'at least', 'keyword': 'para', 'frequency': 1}]"
30,What are the common signs and symptoms of abdominal and pelvic dissemination of ovarian cancer? Please answer in lower case letters. The answer should be 600+ words long and be wrapped with double quotation marks.,"['startend:quotation', 'length_constraints:number_words', 'startend:quotation']","[{}, {'relation': 'at least', 'num_words': 600}, {}]"
3001,"Please provide a short, funny list of ways to pass time at work. End with the exact phrase Is there anything else I can help with?",['startend:end_checker'],[{'end_phrase': 'Is there anything else I can help with?'}]
301,"Explain to me how to ride a bike like I am a kid. Also, do not include the keywords ""slow"", ""like"" and ""kid"".",['keywords:forbidden_words'],"[{'forbidden_words': ['slow', 'like', 'kid']}]"
3025,"Can you tell me why there are oval race tracks in the desert? Please rewrite the answer to make it more concise and include the word ""desert"" in the answer. Make sure the answer contains exactly 3 bullet points in markdown format.",['detectable_format:number_bullet_lists'],[{'num_bullets': 3}]
3035,Write a JSON schema for a beta cruiser that includes at least one placeholder represented by square brackets. The response must be in English and all lowercase letters.,"['detectable_content:number_placeholders', 'change_case:english_lowercase']","[{'num_placeholders': 1}, {}]"
3041,Write a creative and persuasive startup pitch for a business that helps people with chronic illnesses find and manage in-home care. Your pitch should be less than 7 sentences and contain exactly 1 bullet point in markdown.,"['length_constraints:number_sentences', 'detectable_format:number_bullet_lists']","[{'relation': 'less than', 'num_sentences': 7}, {'num_bullets': 1}]"
3048,Write a poem about the top 20 tallest buildings in the world and their heights. End your response with the exact question: Is there anything else I can help with?,['startend:end_checker'],[{'end_phrase': 'Is there anything else I can help with?'}]
3057,"Please write a riddle about the inverse function with a title wrapped in double angular brackets, i.e. <<title>>.",['detectable_format:title'],[{}]
3063,"Describe how to proof Cauchy–Schwarz inequality. Make sure your ENTIRE response is in only the Marathi language, no other languages allowed. Do not write long equations. Your response must be in the following exact format, and use *** as the section separator:

[Section 1: Description of Cauchy–Schwarz inequality, in Marathi language]
***
[Section 2: Describe how to proof Cauchy–Schwarz inequality, in Marathi language, without equations]
***
[Section 3: Brief summary, in Marathi language]","['length_constraints:number_paragraphs', 'language:response_language']","[{'num_paragraphs': 3}, {'language': 'mr'}]"
3069,"Can you create an itinerary for a 5 day trip to switzerland that includes exactly 3 bullet points in markdown format, in all lowercase letters, and a postscript at the end starting with P.S.?","['detectable_format:number_bullet_lists', 'change_case:english_lowercase', 'detectable_content:postscript']","[{'num_bullets': 3}, {}, {'postscript_marker': 'P.S.'}]"
3071,"Write a rap about the renaissance. It should be noticeably different from raps about other historical eras, and have an interesting or weird tone. Highlight at least 3 sections in your answer in markdown format.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 3}]
3073,"How are you doing today? Could you write me exactly 4 paragraphs each separated by two new lines? Please start the first paragraph with the word ""firms"".",['length_constraints:nth_paragraph_first_word'],"[{'first_word': 'firms', 'num_paragraphs': 4, 'nth_paragraph': 1}]"
3079,"Write a funny letter to 6th graders at your school in list format. The letter should be about something important to you and you should end your entire response with the phrase ""Is there anything else I can help with?""",['startend:end_checker'],[{'end_phrase': 'Is there anything else I can help with?'}]
3081,"Can you re-create a story from a fictional newspaper with title: ""A man mysteriously died in his house, and police are investigating""? Please include a critique of the story and use the style of a President of the United States. Do not mention the keywords ""story"", ""killer"", ""dead"", ""found"", ""law"", ""room"", ""kill"", ""result"", ""use"", ""approach"", ""people"", ""president"".",['keywords:forbidden_words'],"[{'forbidden_words': ['story', 'killer', 'dead', 'found', 'law', 'room', 'kill', 'result', 'use', 'approach', 'people', 'president']}]"
3084,"Write a weird and short haiku about the state of Gujarat in India. Don't use any commas in your entire response. End your response with the EXACT phrase of ""in India.""","['punctuation:no_comma', 'startend:end_checker']","[{}, {'end_phrase': 'in India.'}]"
3089,"Write a story about a cat who lost its family. Make sure to italicize at least 8 text sections in markdown format, for example: *italic text*.
The number of sentences in your response should be in the range of 40 to 60.","['detectable_format:number_highlighted_sections', 'length_constraints:number_sentences', 'length_constraints:number_sentences']","[{'num_highlights': 8}, {'relation': 'at least', 'num_sentences': 40}, {'relation': 'less than', 'num_sentences': 61}]"
3091,Write a quiz about bits that includes the word elephant at least 3 times.,['keywords:frequency'],"[{'relation': 'at least', 'keyword': 'elephant', 'frequency': 3}]"
3098,"Write a blog post about 'how to improve your writing skills' with exactly 3 bullet points in markdown format, and exactly 4 sections.

Bullet points are indicated by ""* "". For example:
* Bullet 1
* Bullet 2

Sections are separated by 3 asterisks: ***. For example:

Section 1
***
Section 2

You should use words with all capital letters for at least 2 times.","['detectable_format:number_bullet_lists', 'length_constraints:number_paragraphs', 'change_case:capital_word_frequency']","[{'num_bullets': 3}, {'num_paragraphs': 4}, {'capital_relation': 'at least', 'capital_frequency': 2}]"
3109,Write a short fiction about adulthood. Make sure the word cousins appears more than 2 times.,['keywords:frequency'],"[{'relation': 'at least', 'keyword': 'cousins', 'frequency': 3}]"
3112,"Can you think of a good question to ask during the first time meeting a Gujarati? Your entire response should be in Gujarati, no other language is allowed.",['language:response_language'],[{'language': 'gu'}]
3114,"You visited a beach and a park. Which one is more likely to have a dog in it? Write at least 900 words. Do not include the words 'bark' or 'run' in your answer. Finish your response with the phrase ""Does this make sense?""","['length_constraints:number_words', 'keywords:forbidden_words', 'startend:end_checker']","[{'relation': 'at least', 'num_words': 900}, {'forbidden_words': ['bark', 'run']}, {'end_phrase': 'Does this make sense?'}]"
3126,"Write an article named ""How to conduct a job interview"". Include at least one placeholder, such as [question].",['detectable_content:number_placeholders'],[{'num_placeholders': 1}]
3130,"Write an angry letter complaining about the food served today, using only Hindi, no other language is allowed.",['language:response_language'],[{'language': 'hi'}]
3131,"Write a blog post about the echoing biotechnology field in 2023, then criticize the blog post. Your answer must contain a title, wrapped in double angular brackets, such as <<blog post of ...>>. Also, add a postscript starting with P.S.","['detectable_format:title', 'detectable_content:postscript']","[{}, {'postscript_marker': 'P.S.'}]"
3150,What's the difference between a 2-stroke and a 4-stroke motor? Your entire response must be in English and contain only lowercase letters.,['change_case:english_lowercase'],[{}]
3156,"I have been trying to get a refund for a product I bought online, but the company is refusing to return my money. Can you help me write a letter to them? I want the letter to include the words trust, brand, customer, law, policy, and unusable.",['keywords:existence'],"[{'keywords': ['trust', 'brand', 'customer', 'law', 'policy', 'unusable']}]"
3166,What are the steps to be followed for the documentation of a GM in SAP? Just list the steps without saying the word steps or step.,['keywords:forbidden_words'],"[{'forbidden_words': ['steps', 'step']}]"
3186,"Write an article about how intra-team conflict affected sports teams. Write in a crazy coach screaming style. Use all capital letters to express the craziness. Basically, not a single word in your entire reply should contain lowercase letters.",['change_case:english_capital'],[{}]
3188,"Pretend that you are a fortune teller who has just been arrested and is being interrogated by the police. Tell them that you can really read into the future.
1. Please use words with all capital letters to make important claims. But words with capital letters should appear less than 4 times.
2. The word 'future' should appear at most once.","['change_case:capital_word_frequency', 'change_case:capital_word_frequency', 'keywords:frequency']","[{'capital_relation': 'less than', 'capital_frequency': 4}, {'capital_relation': 'at least', 'capital_frequency': 1}, {'relation': 'less than', 'keyword': 'future', 'frequency': 2}]"
3191,"Could you give me 3 possible elaborations in only the Telugu language, no other language is allowed, for the text ""We are a team of creators""?
Please explain why you chose each of them. Make sure your explanations are also in the Telugu language. Basically your entire response should be in Telugu.",['language:response_language'],[{'language': 'te'}]
3195,"Write a haiku in Italian about a yacht, no other language is allowed. Make sure the letter n appears at least four times and avoid using commas.","['keywords:letter_frequency', 'punctuation:no_comma', 'language:response_language']","[{'let_relation': 'at least', 'letter': 'n', 'let_frequency': 4}, {}, {'language': 'it'}]"
3198,"Write a cover letter for a job and end with exactly ""Call me at 631-481-4867""
No other words should follow that phrase.",['startend:end_checker'],[{'end_phrase': 'Call me at 631-481-4867'}]
32,Write a limerick about writing a limerick. Don't use any commas in your entire reply.,['punctuation:no_comma'],[{}]
3203,"May name is Naomi. Write a blog post in my name for the canucks hockey team about why they need to be more mindful about their environments. End the blog post with ""Naomi thanks you for reading."" No other words should follow this phrase. This phrase should be the very end of your entire response.",['startend:end_checker'],[{'end_phrase': 'Naomi thanks you for reading.'}]
3204,"Write an essay about the reasons why slavery was abolished in the United States as if you are the president of the United States. Do not use any commas in your response. Your response should be in English, and in all capital letters.","['punctuation:no_comma', 'change_case:english_capital']","[{}, {}]"
321,Compose a startup pitch on a new app called Tipperary that helps people to find the average tip size for each restaurant. Please make the response strongly structured. Wrap your entire output in JSON format.,['detectable_format:json_format'],[{}]
322,"Who is Joe Biden and Donald Trump's national security advisors? Responses should be separated by 6 asterisk symbols (******). In other words, your output should look like:
[Joe Biden's national security advisors is ....]
******
[Donald Trump's national security advisors is ....]",['combination:two_responses'],[{}]
3221,"Plan a 2 week Europe trip and visit London, Paris, and Rome. Answer in all caps. The response must contain at least 8 placeholders (i.e., [restaurant]).",['detectable_content:number_placeholders'],[{'num_placeholders': 8}]
3223,"List all facts about Lionel Messi in a structured output. In particular, Format your entire output in JSON.",['detectable_format:json_format'],[{}]
3224,"Write an interesting riddle that uses math notation.

First repeat the request word for word without change, then give your answer. Do not say any word before repeating the request.",['combination:repeat_prompt'],[{'prompt_to_repeat': 'Write an interesting riddle that uses math notation.'}]
3241,"Rewrite and expand the following in Arabic. You can hallucinate a lot of details.
""The company is looking to expand its operations into new markets. It will create hundreds of jobs this year.""

Outside of Arabic, no other language is allowed throughout your entire response.",['language:response_language'],[{'language': 'ar'}]
3243,"Write a funny, 150+ word ad for an attorney who helps poor people with their divorces. Highlight at least 3 text sections by italicize them with markdown (i.e. *highlighted section*).","['detectable_format:number_highlighted_sections', 'length_constraints:number_words']","[{'num_highlights': 3}, {'relation': 'at least', 'num_words': 150}]"
3245,"Write an article with title ""Layton is the best city in the world""

Your output must not contain any commas and must have at least 2 placeholders, wrapped in square brackets, such as [author].","['punctuation:no_comma', 'detectable_content:number_placeholders']","[{}, {'num_placeholders': 2}]"
3256,"Write a poem about a curious cat. The poem must have a title wrapped in double angular brackets, i.e. <<title>>, contain less than 13 sentences, and no commas. Don't forget to add other punctuations.","['length_constraints:number_sentences', 'detectable_format:title', 'punctuation:no_comma']","[{'relation': 'less than', 'num_sentences': 13}, {}, {}]"
3263,"Is ""jiang"" a Chinese name? What are other names similar to ""jiang""? Separate your two answers with ******",['combination:two_responses'],[{}]
3272,"Suggest two names for a new type of tonic. Include the keyword ""brand"" each time, followed by suggested name in double angular brackets, such as <<American Tonic>>.

First repeat the request above word for word without change, then give your answer.
Do not say any words or characters before repeating the request.","['combination:repeat_prompt', 'detectable_format:title', 'keywords:frequency']","[{'prompt_to_repeat': 'Suggest two names for a new type of tonic. Include the keyword ""brand"" each time, followed by suggested name in double angular brackets, such as <<American Tonic>>.'}, {}, {'relation': 'at least', 'keyword': 'brand', 'frequency': 2}]"
3276,"Does the sentence ""He hurried through the archaic rooms of the museum"" have any grammatical errors? Answer in all capital letters, and organize your entire response in 5 or 6 sentences.","['change_case:english_capital', 'length_constraints:number_sentences', 'length_constraints:number_sentences']","[{}, {'relation': 'at least', 'num_sentences': 5}, {'relation': 'less than', 'num_sentences': 7}]"
3280,What's the difference between the Apple and Albania? Answer in email format. Your response must contain at least six placeholders which should be represented by square brackets like [name].,['detectable_content:number_placeholders'],[{'num_placeholders': 6}]
3281,"Write cover letters for a job application. It is for an assistant professor position. Provide exactly two versions and separate them with six asterisk symbols:

Cover letter version 1
******
Cover letter version 2

Also, refrain from using commas in your response.","['combination:two_responses', 'punctuation:no_comma']","[{}, {}]"
3287,"Write two poems, all about the joy of having dyed hair. Separate the two poems like below:
Poem 1
******
Poem 2

Your entire output should have at least 300 words.","['combination:two_responses', 'length_constraints:number_words']","[{}, {'relation': 'at least', 'num_words': 300}]"
3294,"Give me 5 Q and As, following the following format:

""
Q & A # 1
***
Q & A # 2
***
Q & A # 3
***
Q & A # 4
***
Q & A # 5
""

Wrap your entire response with double quotation marks.","['length_constraints:number_paragraphs', 'startend:quotation']","[{'num_paragraphs': 5}, {}]"
3305,"First repeat the request below word for word without change, then give your answer. Do not say any words or characters before repeating the request.

Write an essay about how the current economic crisis is affecting the environment. In your essay, include the keywords: ""climate"", ""energy"", and ""green"". Make sure your entire response is in Hindi, no other language is allowed.","['language:response_language', 'combination:repeat_prompt', 'keywords:existence']","[{'language': 'hi'}, {'prompt_to_repeat': 'Write an essay about how the current economic crisis is affecting the environment. In your essay, include the keywords: ""climate"", ""energy"", and ""green"". Make sure your entire response is in Hindi, no other language is allowed.'}, {'keywords': ['climate', 'energy', 'green']}]"
331,"Write a song about a man who rents a room in a house with a bunch of other people, and he absolutely hated it. Your song should contain at least 10 words in all capital letters that are adjectives or verbs. Commas are not allowed in the song.","['change_case:capital_word_frequency', 'punctuation:no_comma']","[{'capital_relation': 'at least', 'capital_frequency': 10}, {}]"
3311,"What is an SRE? Use only Korean in your response and provide a title wrapped in double angular brackets, such as <<SRE>>. Use the keywords 'indicator', 'objective' and 'management'.","['language:response_language', 'detectable_format:title', 'keywords:existence']","[{'language': 'ko'}, {}, {'keywords': ['indicator', 'management']}]"
3315,Students are travelling to UCI for 3 days. Create a hilarious itinerary for them. Do not use the word 'university'. Your entire response should have exactly 4 paragraphs.  Separate paragraphs with the markdown divider: ***,"['length_constraints:number_paragraphs', 'keywords:forbidden_words']","[{'num_paragraphs': 4}, {'forbidden_words': ['university']}]"
332,"TLDR the article ""How to dress like a football manager: waistcoats and the style lessons from the Premier League"". Your entire response (including the repeated request) should have 45 or less words.

First repeat the request above without changing a single letter, then give your answer.","['combination:repeat_prompt', 'length_constraints:number_words']","[{'prompt_to_repeat': 'TLDR the article ""How to dress like a football manager: waistcoats and the style lessons from the Premier League"". Your entire response (including the repeated request) should have 45 or less words.'}, {'relation': 'less than', 'num_words': 46}]"
3323,"Rewrite the sentence ""A bust of a man with a beard and mustache."" in a more sophisticated way. Do not use commas in your response.",['punctuation:no_comma'],[{}]
3324,"Write two versions of itinerary for a 7 day trip to Hawaii, designed for college students. Separate the two versions with 6 asterisk symbols (******).  Each version must have 7 sections. Mark the beginning of each section with Day X.","['combination:two_responses', 'detectable_format:multiple_sections']","[{}, {'section_spliter': 'Day', 'num_sections': 7}]"
3326,Write a conversation between two people about the importance of education. Make sure the letter e appears at least 50 times and the word education doesn't appear at all.,"['keywords:letter_frequency', 'keywords:forbidden_words']","[{'let_relation': 'at least', 'letter': 'e', 'let_frequency': 50}, {'forbidden_words': ['education']}]"
3327,"Write an essay about a snowfall, but in the style of Alex Jones and include the line ""dammit"". The word ""fake"" should appear 6 or 7 times in your entire response.","['keywords:existence', 'keywords:frequency', 'keywords:frequency']","[{'keywords': ['dammit']}, {'relation': 'at least', 'keyword': 'fake', 'frequency': 6}, {'relation': 'less than', 'keyword': 'fake', 'frequency': 8}]"
3329,"Hey! I need a rubric for evaluating the performance and price of a laptop. Can you create an example for me? Do not give me any bullet points, lists, or tables. Just write the rubric in plain English paragraphs. I'd like your response to be at least 30 sentences long.",['length_constraints:number_sentences'],"[{'relation': 'at least', 'num_sentences': 30}]"
3335,"Hi, I'm looking for two Tamil movies to watch. Please recommend exactly two movies. Separated them by 6 asterisk symbols, like below:
[Movie 1]
[Description]
******
[Movie 2]
[Description]

Your entire response should be entirely in Tamil, no other language is allowed, and should not contain any commas. ","['combination:two_responses', 'language:response_language', 'punctuation:no_comma']","[{}, {'language': 'ta'}, {}]"
334,"Create a slogan for my company and wrap your entire response with double quotation marks. My company's name is Color Paper. We produce paper towls. We focus on producing eye-catching, colorful paper towls. The slogan must include exactly 2 bullet points in markdown format, like below:
""
Color Paper
* Colorful!
* Eye-catching!
""","['startend:quotation', 'detectable_format:number_bullet_lists']","[{}, {'num_bullets': 2}]"
3345,"I want a weird poem that I can send to my friend Steve in Australia. It should be about why there are no kangaroo invasions in the US. The word robber should appear at least 2 times, and the poem must contain exactly 2 bullet point in markdown format, using the exact format below:
* Point 1
* Pont 2
Do not include keywords ['kill', 'slaughter', 'occupy', 'invasion'] in the response.","['keywords:frequency', 'detectable_format:number_bullet_lists', 'keywords:forbidden_words']","[{'relation': 'at least', 'keyword': 'robber', 'frequency': 2}, {'num_bullets': 2}, {'forbidden_words': ['kill', 'slaughter', 'occupy', 'invasion']}]"
3350,"I need to write a research proposal for a project on the effects of social media on the mental health of teenagers. Please only write short sentences, and don't use any commas in your entire response. Include at least five placeholder represented by square brackets, such as [website].","['punctuation:no_comma', 'detectable_content:number_placeholders']","[{}, {'num_placeholders': 5}]"
3351,"Here is a social media post: ""My daughter graduated from college today! So proud of her!"" Can you make it more exciting? Please make sure to expand it into exactly 2 paragraphs. Separate paragraphs with the markdown divider: ***. Additionally, italicize at least 3 sections by starting and ending with single *, i.e. *italic text*.","['length_constraints:number_paragraphs', 'detectable_format:number_highlighted_sections']","[{'num_paragraphs': 2}, {'num_highlights': 3}]"
3362,"Create an ad copy by expanding ""Get 40 miles per gallon on the highway"" in the form of a QA with a weird style. Your response should contain less than 8 sentences. Do not include keywords 'mileage' or 'fuel' in your response.","['length_constraints:number_sentences', 'keywords:forbidden_words']","[{'relation': 'less than', 'num_sentences': 8}, {'forbidden_words': ['mileage', 'fuel']}]"
3367,"Write two advertisements for a new product that is a healthy alternative to soda. One advertisement should be targeted to teenagers and the other should be targeted to professionals. Mark the beginning
of each advertisement with Audience 1 and Audience 2, respectively. Double quotes should be placed around your entire response.","['startend:quotation', 'detectable_format:multiple_sections']","[{}, {'section_spliter': 'Audience', 'num_sections': 2}]"
3369,"Write a limerick about a customer who is always right. The word ""right"" should appear less than 2 times in the response.
Before you give the limerick, just repeat the request above without any change, at the very beginning of your entire response.","['combination:repeat_prompt', 'keywords:frequency']","[{'prompt_to_repeat': 'Write a limerick about a customer who is always right. The word ""right"" should appear less than 2 times in the response.'}, {'relation': 'less than', 'keyword': 'right', 'frequency': 2}]"
337,"Write a riddle about a house that is not a house. Also include the answer. Your response must be at least 400 words and have a title wrapped in double angular brackets, like <<riddle>>.","['length_constraints:number_words', 'detectable_format:title']","[{'relation': 'at least', 'num_words': 336}, {}]"
3371,"Is the following true? ""People use time to buy money."" Explain your answer in a way that makes it easy for kids to understand. Include the word ""farmer"". Exclude the words ""economy"", ""demand"" and ""supply"".

First REPEAT the ENTIRE REQUEST ABOVE, word for word without change, then give your answer. Please do not say any words or characters before repeating the request.","['combination:repeat_prompt', 'keywords:existence', 'keywords:forbidden_words']","[{'prompt_to_repeat': 'Is the following true? ""People use time to buy money."" Explain your answer in a way that makes it easy for kids to understand. Include the word ""farmer"". Exclude the words ""economy"", ""demand"" and ""supply"".'}, {'keywords': ['farmer']}, {'forbidden_words': ['economy', 'demand', 'supply']}]"
